,Unnamed: 0,poutcome,y,poutcome_status,unknown,failure,other,success
121,121,unknown,0,1,1,0,0,0
122,122,unknown,0,1,1,0,0,0
123,123,unknown,0,1,1,0,0,0
124,124,failure,0,2,0,1,0,0
125,125,unknown,1,1,1,0,0,0
126,126,unknown,0,1,1,0,0,0
127,127,unknown,0,1,1,0,0,0
128,128,failure,0,2,0,1,0,0
129,129,unknown,1,1,1,0,0,0
130,130,unknown,0,1,1,0,0,0
131,131,unknown,0,1,1,0,0,0
132,132,unknown,0,1,1,0,0,0
133,133,failure,0,2,0,1,0,0
134,134,unknown,0,1,1,0,0,0
135,135,unknown,0,1,1,0,0,0
136,136,failure,0,2,0,1,0,0
137,137,unknown,0,1,1,0,0,0
138,138,unknown,1,1,1,0,0,0
139,139,unknown,0,1,1,0,0,0
140,140,unknown,0,1,1,0,0,0
141,141,unknown,0,1,1,0,0,0
142,142,unknown,0,1,1,0,0,0
143,143,unknown,0,1,1,0,0,0
144,144,unknown,0,1,1,0,0,0
145,145,unknown,0,1,1,0,0,0
146,146,unknown,0,1,1,0,0,0
147,147,unknown,0,1,1,0,0,0
148,148,other,0,3,0,0,1,0
149,149,unknown,0,1,1,0,0,0
150,150,unknown,0,1,1,0,0,0
151,151,unknown,0,1,1,0,0,0
152,152,unknown,0,1,1,0,0,0
153,153,unknown,0,1,1,0,0,0
154,154,unknown,0,1,1,0,0,0
155,155,unknown,0,1,1,0,0,0
156,156,success,1,4,0,0,0,1
157,157,failure,0,2,0,1,0,0
158,158,unknown,0,1,1,0,0,0
159,159,unknown,0,1,1,0,0,0
160,160,unknown,0,1,1,0,0,0
161,161,unknown,0,1,1,0,0,0
162,162,unknown,0,1,1,0,0,0
163,163,unknown,0,1,1,0,0,0
164,164,failure,1,2,0,1,0,0
165,165,unknown,0,1,1,0,0,0
166,166,unknown,0,1,1,0,0,0
167,167,unknown,0,1,1,0,0,0
168,168,unknown,0,1,1,0,0,0
169,169,unknown,0,1,1,0,0,0
170,170,unknown,0,1,1,0,0,0
171,171,unknown,0,1,1,0,0,0
172,172,other,0,3,0,0,1,0
173,173,unknown,0,1,1,0,0,0
174,174,unknown,0,1,1,0,0,0
175,175,unknown,0,1,1,0,0,0
176,176,unknown,0,1,1,0,0,0
177,177,failure,0,2,0,1,0,0
178,178,unknown,0,1,1,0,0,0
179,179,failure,0,2,0,1,0,0
180,180,unknown,0,1,1,0,0,0
181,181,unknown,0,1,1,0,0,0
182,182,unknown,0,1,1,0,0,0
183,183,unknown,0,1,1,0,0,0
184,184,unknown,0,1,1,0,0,0
185,185,unknown,0,1,1,0,0,0
186,186,success,0,4,0,0,0,1
187,187,other,0,3,0,0,1,0
188,188,failure,0,2,0,1,0,0
189,189,unknown,1,1,1,0,0,0
190,190,unknown,0,1,1,0,0,0
191,191,unknown,0,1,1,0,0,0
192,192,unknown,0,1,1,0,0,0
193,193,unknown,0,1,1,0,0,0
194,194,unknown,0,1,1,0,0,0
195,195,unknown,0,1,1,0,0,0
196,196,unknown,0,1,1,0,0,0
197,197,unknown,0,1,1,0,0,0
198,198,unknown,0,1,1,0,0,0
199,199,success,1,4,0,0,0,1
200,200,success,0,4,0,0,0,1
201,201,unknown,0,1,1,0,0,0
202,202,failure,1,2,0,1,0,0
203,203,failure,0,2,0,1,0,0
204,204,unknown,1,1,1,0,0,0
205,205,unknown,0,1,1,0,0,0
206,206,unknown,0,1,1,0,0,0
207,207,failure,0,2,0,1,0,0
208,208,failure,0,2,0,1,0,0
209,209,unknown,0,1,1,0,0,0
210,210,unknown,0,1,1,0,0,0
211,211,unknown,0,1,1,0,0,0
212,212,other,0,3,0,0,1,0
213,213,unknown,0,1,1,0,0,0
214,214,unknown,0,1,1,0,0,0
215,215,unknown,1,1,1,0,0,0
216,216,unknown,0,1,1,0,0,0
217,217,failure,0,2,0,1,0,0
218,218,unknown,0,1,1,0,0,0
219,219,unknown,0,1,1,0,0,0
220,220,unknown,0,1,1,0,0,0
221,221,unknown,0,1,1,0,0,0
222,222,unknown,0,1,1,0,0,0
223,223,unknown,0,1,1,0,0,0
224,224,unknown,0,1,1,0,0,0
225,225,unknown,0,1,1,0,0,0
226,226,unknown,0,1,1,0,0,0
227,227,other,0,3,0,0,1,0
228,228,unknown,0,1,1,0,0,0
229,229,other,0,3,0,0,1,0
230,230,unknown,0,1,1,0,0,0
231,231,unknown,0,1,1,0,0,0
232,232,failure,0,2,0,1,0,0
233,233,success,0,4,0,0,0,1
234,234,unknown,0,1,1,0,0,0
235,235,unknown,0,1,1,0,0,0
236,236,other,0,3,0,0,1,0
237,237,unknown,0,1,1,0,0,0
238,238,unknown,0,1,1,0,0,0
239,239,unknown,0,1,1,0,0,0
240,240,unknown,0,1,1,0,0,0
241,241,unknown,0,1,1,0,0,0
242,242,unknown,0,1,1,0,0,0
243,243,unknown,0,1,1,0,0,0
244,244,unknown,0,1,1,0,0,0
245,245,other,0,3,0,0,1,0
246,246,unknown,0,1,1,0,0,0
247,247,unknown,0,1,1,0,0,0
248,248,unknown,0,1,1,0,0,0
249,249,failure,0,2,0,1,0,0
250,250,unknown,0,1,1,0,0,0
251,251,unknown,0,1,1,0,0,0
252,252,unknown,0,1,1,0,0,0
253,253,failure,0,2,0,1,0,0
254,254,unknown,0,1,1,0,0,0
255,255,unknown,0,1,1,0,0,0
256,256,unknown,0,1,1,0,0,0
257,257,unknown,0,1,1,0,0,0
258,258,unknown,0,1,1,0,0,0
259,259,unknown,1,1,1,0,0,0
260,260,unknown,0,1,1,0,0,0
261,261,unknown,0,1,1,0,0,0
262,262,unknown,0,1,1,0,0,0
263,263,unknown,0,1,1,0,0,0
264,264,failure,0,2,0,1,0,0
265,265,unknown,0,1,1,0,0,0
266,266,unknown,0,1,1,0,0,0
267,267,unknown,0,1,1,0,0,0
268,268,unknown,0,1,1,0,0,0
269,269,unknown,0,1,1,0,0,0
270,270,failure,0,2,0,1,0,0
271,271,unknown,1,1,1,0,0,0
272,272,unknown,0,1,1,0,0,0
273,273,unknown,0,1,1,0,0,0
274,274,unknown,0,1,1,0,0,0
275,275,unknown,0,1,1,0,0,0
276,276,failure,0,2,0,1,0,0
277,277,unknown,0,1,1,0,0,0
278,278,unknown,0,1,1,0,0,0
279,279,unknown,0,1,1,0,0,0
280,280,unknown,0,1,1,0,0,0
281,281,unknown,0,1,1,0,0,0
282,282,unknown,0,1,1,0,0,0
283,283,unknown,0,1,1,0,0,0
284,284,unknown,0,1,1,0,0,0
285,285,unknown,0,1,1,0,0,0
286,286,unknown,0,1,1,0,0,0
287,287,unknown,0,1,1,0,0,0
288,288,unknown,0,1,1,0,0,0
289,289,success,1,4,0,0,0,1
290,290,unknown,1,1,1,0,0,0
291,291,unknown,0,1,1,0,0,0
292,292,unknown,0,1,1,0,0,0
293,293,unknown,0,1,1,0,0,0
294,294,unknown,0,1,1,0,0,0
295,295,unknown,1,1,1,0,0,0
296,296,unknown,0,1,1,0,0,0
297,297,unknown,1,1,1,0,0,0
298,298,unknown,1,1,1,0,0,0
299,299,unknown,1,1,1,0,0,0
300,300,unknown,0,1,1,0,0,0
301,301,failure,0,2,0,1,0,0
302,302,unknown,0,1,1,0,0,0
303,303,unknown,0,1,1,0,0,0
304,304,unknown,0,1,1,0,0,0
305,305,unknown,0,1,1,0,0,0
306,306,unknown,1,1,1,0,0,0
307,307,unknown,0,1,1,0,0,0
308,308,unknown,0,1,1,0,0,0
309,309,unknown,0,1,1,0,0,0
310,310,failure,0,2,0,1,0,0
311,311,unknown,0,1,1,0,0,0
312,312,unknown,0,1,1,0,0,0
313,313,unknown,0,1,1,0,0,0
314,314,failure,1,2,0,1,0,0
315,315,unknown,0,1,1,0,0,0
316,316,unknown,0,1,1,0,0,0
317,317,unknown,0,1,1,0,0,0
318,318,failure,1,2,0,1,0,0
319,319,unknown,0,1,1,0,0,0
320,320,unknown,0,1,1,0,0,0
321,321,unknown,0,1,1,0,0,0
322,322,unknown,0,1,1,0,0,0
323,323,success,1,4,0,0,0,1
324,324,unknown,0,1,1,0,0,0
325,325,failure,0,2,0,1,0,0
326,326,unknown,0,1,1,0,0,0
327,327,unknown,1,1,1,0,0,0
328,328,success,1,4,0,0,0,1
329,329,unknown,0,1,1,0,0,0
330,330,unknown,0,1,1,0,0,0
331,331,other,0,3,0,0,1,0
332,332,unknown,0,1,1,0,0,0
333,333,unknown,1,1,1,0,0,0
334,334,unknown,1,1,1,0,0,0
335,335,unknown,0,1,1,0,0,0
336,336,unknown,0,1,1,0,0,0
337,337,failure,0,2,0,1,0,0
338,338,success,0,4,0,0,0,1
339,339,unknown,0,1,1,0,0,0
340,340,failure,0,2,0,1,0,0
341,341,unknown,0,1,1,0,0,0
342,342,unknown,0,1,1,0,0,0
343,343,unknown,0,1,1,0,0,0
344,344,unknown,0,1,1,0,0,0
345,345,failure,0,2,0,1,0,0
346,346,unknown,0,1,1,0,0,0
347,347,success,1,4,0,0,0,1
348,348,unknown,0,1,1,0,0,0
349,349,failure,0,2,0,1,0,0
350,350,unknown,0,1,1,0,0,0
351,351,unknown,0,1,1,0,0,0
352,352,unknown,0,1,1,0,0,0
353,353,failure,0,2,0,1,0,0
354,354,failure,0,2,0,1,0,0
355,355,unknown,0,1,1,0,0,0
356,356,unknown,0,1,1,0,0,0
357,357,unknown,0,1,1,0,0,0
358,358,unknown,1,1,1,0,0,0
359,359,unknown,0,1,1,0,0,0
360,360,unknown,0,1,1,0,0,0
361,361,unknown,0,1,1,0,0,0
362,362,unknown,0,1,1,0,0,0
363,363,unknown,0,1,1,0,0,0
364,364,unknown,0,1,1,0,0,0
365,365,unknown,0,1,1,0,0,0
366,366,unknown,0,1,1,0,0,0
367,367,failure,0,2,0,1,0,0
368,368,unknown,1,1,1,0,0,0
369,369,other,0,3,0,0,1,0
370,370,unknown,0,1,1,0,0,0
371,371,unknown,0,1,1,0,0,0
372,372,unknown,0,1,1,0,0,0
373,373,unknown,0,1,1,0,0,0
374,374,failure,0,2,0,1,0,0
375,375,failure,0,2,0,1,0,0
376,376,unknown,0,1,1,0,0,0
377,377,failure,1,2,0,1,0,0
378,378,unknown,0,1,1,0,0,0
379,379,unknown,0,1,1,0,0,0
380,380,failure,0,2,0,1,0,0
381,381,unknown,0,1,1,0,0,0
382,382,unknown,1,1,1,0,0,0
383,383,failure,0,2,0,1,0,0
384,384,unknown,0,1,1,0,0,0
385,385,unknown,0,1,1,0,0,0
386,386,unknown,0,1,1,0,0,0
387,387,unknown,0,1,1,0,0,0
388,388,unknown,0,1,1,0,0,0
389,389,unknown,0,1,1,0,0,0
390,390,other,0,3,0,0,1,0
391,391,unknown,0,1,1,0,0,0
392,392,unknown,0,1,1,0,0,0
393,393,unknown,0,1,1,0,0,0
394,394,failure,0,2,0,1,0,0
395,395,unknown,0,1,1,0,0,0
396,396,unknown,0,1,1,0,0,0
397,397,success,0,4,0,0,0,1
398,398,unknown,0,1,1,0,0,0
399,399,unknown,0,1,1,0,0,0
400,400,unknown,0,1,1,0,0,0
401,401,unknown,1,1,1,0,0,0
402,402,unknown,0,1,1,0,0,0
403,403,unknown,0,1,1,0,0,0
404,404,unknown,0,1,1,0,0,0
405,405,unknown,0,1,1,0,0,0
406,406,unknown,0,1,1,0,0,0
407,407,unknown,0,1,1,0,0,0
408,408,failure,0,2,0,1,0,0
409,409,failure,1,2,0,1,0,0
410,410,unknown,0,1,1,0,0,0
411,411,unknown,0,1,1,0,0,0
412,412,failure,1,2,0,1,0,0
413,413,unknown,0,1,1,0,0,0
414,414,unknown,0,1,1,0,0,0
415,415,unknown,1,1,1,0,0,0
416,416,unknown,0,1,1,0,0,0
417,417,unknown,0,1,1,0,0,0
418,418,unknown,0,1,1,0,0,0
419,419,unknown,0,1,1,0,0,0
420,420,unknown,0,1,1,0,0,0
421,421,failure,0,2,0,1,0,0
422,422,unknown,0,1,1,0,0,0
423,423,failure,0,2,0,1,0,0
424,424,unknown,0,1,1,0,0,0
425,425,unknown,0,1,1,0,0,0
426,426,unknown,0,1,1,0,0,0
427,427,unknown,0,1,1,0,0,0
428,428,unknown,0,1,1,0,0,0
429,429,unknown,0,1,1,0,0,0
430,430,unknown,0,1,1,0,0,0
431,431,unknown,0,1,1,0,0,0
432,432,unknown,0,1,1,0,0,0
433,433,failure,0,2,0,1,0,0
434,434,unknown,0,1,1,0,0,0
435,435,unknown,0,1,1,0,0,0
436,436,unknown,0,1,1,0,0,0
437,437,other,0,3,0,0,1,0
438,438,unknown,0,1,1,0,0,0
439,439,unknown,0,1,1,0,0,0
440,440,unknown,0,1,1,0,0,0
441,441,unknown,0,1,1,0,0,0
442,442,unknown,0,1,1,0,0,0
443,443,unknown,1,1,1,0,0,0
444,444,unknown,0,1,1,0,0,0
445,445,unknown,0,1,1,0,0,0
446,446,unknown,0,1,1,0,0,0
447,447,unknown,0,1,1,0,0,0
448,448,unknown,0,1,1,0,0,0
449,449,unknown,0,1,1,0,0,0
450,450,unknown,1,1,1,0,0,0
451,451,unknown,0,1,1,0,0,0
452,452,unknown,0,1,1,0,0,0
453,453,unknown,0,1,1,0,0,0
454,454,unknown,0,1,1,0,0,0
455,455,unknown,0,1,1,0,0,0
456,456,unknown,1,1,1,0,0,0
457,457,unknown,0,1,1,0,0,0
458,458,unknown,0,1,1,0,0,0
459,459,failure,0,2,0,1,0,0
460,460,unknown,0,1,1,0,0,0
461,461,unknown,0,1,1,0,0,0
462,462,unknown,0,1,1,0,0,0
463,463,unknown,0,1,1,0,0,0
464,464,success,1,4,0,0,0,1
465,465,failure,0,2,0,1,0,0
466,466,unknown,0,1,1,0,0,0
467,467,unknown,0,1,1,0,0,0
468,468,unknown,0,1,1,0,0,0
469,469,unknown,0,1,1,0,0,0
470,470,unknown,0,1,1,0,0,0
471,471,unknown,0,1,1,0,0,0
472,472,unknown,0,1,1,0,0,0
473,473,unknown,1,1,1,0,0,0
474,474,unknown,0,1,1,0,0,0
475,475,unknown,0,1,1,0,0,0
476,476,unknown,0,1,1,0,0,0
477,477,success,1,4,0,0,0,1
478,478,unknown,0,1,1,0,0,0
479,479,unknown,0,1,1,0,0,0
480,480,unknown,0,1,1,0,0,0
481,481,unknown,0,1,1,0,0,0
482,482,failure,0,2,0,1,0,0
483,483,unknown,0,1,1,0,0,0
484,484,unknown,0,1,1,0,0,0
485,485,unknown,0,1,1,0,0,0
486,486,unknown,0,1,1,0,0,0
487,487,unknown,0,1,1,0,0,0
488,488,unknown,0,1,1,0,0,0
489,489,unknown,0,1,1,0,0,0
490,490,unknown,0,1,1,0,0,0
491,491,unknown,0,1,1,0,0,0
492,492,success,1,4,0,0,0,1
493,493,unknown,1,1,1,0,0,0
494,494,unknown,1,1,1,0,0,0
495,495,unknown,0,1,1,0,0,0
496,496,failure,0,2,0,1,0,0
497,497,unknown,0,1,1,0,0,0
498,498,unknown,0,1,1,0,0,0
499,499,unknown,0,1,1,0,0,0
500,500,failure,0,2,0,1,0,0
501,501,unknown,0,1,1,0,0,0
502,502,unknown,0,1,1,0,0,0
503,503,unknown,1,1,1,0,0,0
504,504,unknown,0,1,1,0,0,0
505,505,unknown,0,1,1,0,0,0
506,506,unknown,0,1,1,0,0,0
507,507,unknown,0,1,1,0,0,0
508,508,unknown,0,1,1,0,0,0
509,509,unknown,1,1,1,0,0,0
510,510,failure,0,2,0,1,0,0
511,511,unknown,0,1,1,0,0,0
512,512,failure,1,2,0,1,0,0
513,513,unknown,0,1,1,0,0,0
514,514,unknown,0,1,1,0,0,0
515,515,failure,0,2,0,1,0,0
516,516,unknown,0,1,1,0,0,0
517,517,unknown,1,1,1,0,0,0
518,518,other,0,3,0,0,1,0
519,519,other,0,3,0,0,1,0
520,520,unknown,0,1,1,0,0,0
521,521,unknown,0,1,1,0,0,0
522,522,failure,0,2,0,1,0,0
523,523,unknown,0,1,1,0,0,0
524,524,unknown,0,1,1,0,0,0
525,525,unknown,0,1,1,0,0,0
526,526,unknown,0,1,1,0,0,0
527,527,unknown,0,1,1,0,0,0
528,528,failure,0,2,0,1,0,0
529,529,unknown,0,1,1,0,0,0
530,530,unknown,0,1,1,0,0,0
531,531,unknown,0,1,1,0,0,0
532,532,unknown,0,1,1,0,0,0
533,533,unknown,0,1,1,0,0,0
534,534,unknown,0,1,1,0,0,0
535,535,unknown,0,1,1,0,0,0
536,536,unknown,0,1,1,0,0,0
537,537,unknown,0,1,1,0,0,0
538,538,unknown,0,1,1,0,0,0
539,539,unknown,0,1,1,0,0,0
540,540,success,1,4,0,0,0,1
541,541,unknown,0,1,1,0,0,0
542,542,unknown,0,1,1,0,0,0
543,543,unknown,0,1,1,0,0,0
544,544,unknown,0,1,1,0,0,0
545,545,unknown,0,1,1,0,0,0
546,546,unknown,0,1,1,0,0,0
547,547,unknown,0,1,1,0,0,0
548,548,unknown,0,1,1,0,0,0
549,549,unknown,0,1,1,0,0,0
550,550,unknown,0,1,1,0,0,0
551,551,other,0,3,0,0,1,0
552,552,failure,0,2,0,1,0,0
553,553,unknown,0,1,1,0,0,0
554,554,unknown,0,1,1,0,0,0
555,555,success,0,4,0,0,0,1
556,556,unknown,0,1,1,0,0,0
557,557,unknown,1,1,1,0,0,0
558,558,unknown,1,1,1,0,0,0
559,559,unknown,0,1,1,0,0,0
560,560,unknown,0,1,1,0,0,0
561,561,unknown,0,1,1,0,0,0
562,562,unknown,0,1,1,0,0,0
563,563,failure,0,2,0,1,0,0
564,564,unknown,0,1,1,0,0,0
565,565,failure,0,2,0,1,0,0
566,566,unknown,0,1,1,0,0,0
567,567,unknown,0,1,1,0,0,0
568,568,unknown,0,1,1,0,0,0
569,569,unknown,0,1,1,0,0,0
570,570,unknown,0,1,1,0,0,0
571,571,unknown,0,1,1,0,0,0
572,572,failure,0,2,0,1,0,0
573,573,unknown,0,1,1,0,0,0
574,574,unknown,0,1,1,0,0,0
575,575,unknown,0,1,1,0,0,0
576,576,unknown,0,1,1,0,0,0
577,577,unknown,0,1,1,0,0,0
578,578,other,0,3,0,0,1,0
579,579,failure,0,2,0,1,0,0
580,580,unknown,0,1,1,0,0,0
581,581,unknown,1,1,1,0,0,0
582,582,unknown,0,1,1,0,0,0
583,583,unknown,0,1,1,0,0,0
584,584,unknown,0,1,1,0,0,0
585,585,unknown,0,1,1,0,0,0
586,586,unknown,0,1,1,0,0,0
587,587,unknown,0,1,1,0,0,0
588,588,unknown,0,1,1,0,0,0
589,589,unknown,0,1,1,0,0,0
590,590,unknown,0,1,1,0,0,0
591,591,unknown,0,1,1,0,0,0
592,592,unknown,0,1,1,0,0,0
593,593,unknown,0,1,1,0,0,0
594,594,unknown,0,1,1,0,0,0
595,595,unknown,0,1,1,0,0,0
596,596,failure,0,2,0,1,0,0
597,597,unknown,0,1,1,0,0,0
598,598,failure,0,2,0,1,0,0
599,599,unknown,0,1,1,0,0,0
600,600,unknown,0,1,1,0,0,0
601,601,unknown,0,1,1,0,0,0
602,602,success,0,4,0,0,0,1
603,603,unknown,1,1,1,0,0,0
604,604,unknown,0,1,1,0,0,0
605,605,unknown,0,1,1,0,0,0
606,606,unknown,0,1,1,0,0,0
607,607,unknown,0,1,1,0,0,0
608,608,unknown,0,1,1,0,0,0
609,609,unknown,0,1,1,0,0,0
610,610,unknown,0,1,1,0,0,0
611,611,unknown,0,1,1,0,0,0
612,612,unknown,0,1,1,0,0,0
613,613,unknown,1,1,1,0,0,0
614,614,failure,0,2,0,1,0,0
615,615,unknown,0,1,1,0,0,0
616,616,unknown,0,1,1,0,0,0
617,617,unknown,0,1,1,0,0,0
618,618,unknown,0,1,1,0,0,0
619,619,success,1,4,0,0,0,1
620,620,unknown,0,1,1,0,0,0
621,621,unknown,0,1,1,0,0,0
622,622,unknown,0,1,1,0,0,0
623,623,failure,0,2,0,1,0,0
624,624,unknown,0,1,1,0,0,0
625,625,unknown,0,1,1,0,0,0
626,626,unknown,0,1,1,0,0,0
627,627,unknown,0,1,1,0,0,0
628,628,unknown,0,1,1,0,0,0
629,629,failure,0,2,0,1,0,0
630,630,unknown,1,1,1,0,0,0
631,631,failure,0,2,0,1,0,0
632,632,unknown,0,1,1,0,0,0
633,633,unknown,0,1,1,0,0,0
634,634,unknown,1,1,1,0,0,0
635,635,unknown,0,1,1,0,0,0
636,636,unknown,0,1,1,0,0,0
637,637,unknown,0,1,1,0,0,0
638,638,unknown,0,1,1,0,0,0
639,639,unknown,1,1,1,0,0,0
640,640,unknown,0,1,1,0,0,0
641,641,unknown,0,1,1,0,0,0
642,642,unknown,0,1,1,0,0,0
643,643,unknown,1,1,1,0,0,0
644,644,unknown,0,1,1,0,0,0
645,645,unknown,1,1,1,0,0,0
646,646,unknown,0,1,1,0,0,0
647,647,failure,0,2,0,1,0,0
648,648,unknown,0,1,1,0,0,0
649,649,failure,0,2,0,1,0,0
650,650,failure,0,2,0,1,0,0
651,651,failure,0,2,0,1,0,0
652,652,unknown,0,1,1,0,0,0
653,653,unknown,0,1,1,0,0,0
654,654,unknown,0,1,1,0,0,0
655,655,unknown,0,1,1,0,0,0
656,656,unknown,0,1,1,0,0,0
657,657,success,0,4,0,0,0,1
658,658,success,0,4,0,0,0,1
659,659,unknown,0,1,1,0,0,0
660,660,other,0,3,0,0,1,0
661,661,unknown,1,1,1,0,0,0
662,662,unknown,1,1,1,0,0,0
663,663,other,0,3,0,0,1,0
664,664,unknown,0,1,1,0,0,0
665,665,failure,0,2,0,1,0,0
666,666,unknown,0,1,1,0,0,0
667,667,failure,0,2,0,1,0,0
668,668,unknown,0,1,1,0,0,0
669,669,unknown,0,1,1,0,0,0
670,670,unknown,0,1,1,0,0,0
671,671,failure,0,2,0,1,0,0
672,672,failure,0,2,0,1,0,0
673,673,unknown,0,1,1,0,0,0
674,674,unknown,0,1,1,0,0,0
675,675,other,0,3,0,0,1,0
676,676,unknown,0,1,1,0,0,0
677,677,unknown,0,1,1,0,0,0
678,678,unknown,0,1,1,0,0,0
679,679,unknown,0,1,1,0,0,0
680,680,unknown,0,1,1,0,0,0
681,681,unknown,0,1,1,0,0,0
682,682,unknown,0,1,1,0,0,0
683,683,unknown,0,1,1,0,0,0
684,684,success,1,4,0,0,0,1
685,685,failure,0,2,0,1,0,0
686,686,unknown,0,1,1,0,0,0
687,687,unknown,0,1,1,0,0,0
688,688,unknown,0,1,1,0,0,0
689,689,unknown,0,1,1,0,0,0
690,690,unknown,0,1,1,0,0,0
691,691,unknown,0,1,1,0,0,0
692,692,unknown,0,1,1,0,0,0
693,693,unknown,0,1,1,0,0,0
694,694,unknown,0,1,1,0,0,0
695,695,unknown,0,1,1,0,0,0
696,696,unknown,0,1,1,0,0,0
697,697,unknown,0,1,1,0,0,0
698,698,unknown,0,1,1,0,0,0
699,699,failure,0,2,0,1,0,0
700,700,unknown,0,1,1,0,0,0
701,701,unknown,0,1,1,0,0,0
702,702,unknown,1,1,1,0,0,0
703,703,unknown,0,1,1,0,0,0
704,704,unknown,1,1,1,0,0,0
